Zaman,SuSeviyesi,Yangin,Pompa
2025-12-13 21:55:52,44.88,0,0
2025-12-13 21:56:52,44.77,0,0
2025-12-13 21:57:52,44.65,0,0
2025-12-13 21:58:52,44.52,0,0
2025-12-13 21:59:52,44.06,0,0
2025-12-13 22:00:52,44.03,0,0
2025-12-13 22:01:52,44.11,0,0
2025-12-13 22:02:52,43.93,0,0
2025-12-13 22:03:52,43.65,0,0
2025-12-13 22:04:52,43.69,0,0
2025-12-13 22:05:52,43.29,0,0
2025-12-13 22:06:52,43.0,0,0
2025-12-13 22:07:52,42.83,0,0
2025-12-13 22:08:52,42.65,0,0
2025-12-13 22:09:52,42.37,0,0
2025-12-13 22:10:52,41.94,0,0
2025-12-13 22:11:52,41.61,0,0
2025-12-13 22:12:52,41.16,0,0
2025-12-13 22:13:52,40.67,0,0
2025-12-13 22:14:52,40.24,0,0
2025-12-13 22:15:52,39.92,0,0
2025-12-13 22:16:52,40.02,0,0
2025-12-13 22:17:52,40.03,0,0
2025-12-13 22:18:52,39.76,0,0
2025-12-13 22:19:52,39.83,0,0
2025-12-13 22:20:52,39.52,0,0
2025-12-13 22:21:52,39.58,0,0
2025-12-13 22:22:52,39.53,0,0
2025-12-13 22:23:52,39.41,0,0
2025-12-13 22:24:52,39.4,0,0
2025-12-13 22:25:52,39.1,0,0
2025-12-13 22:26:52,39.13,0,0
2025-12-13 22:27:52,38.84,0,0
2025-12-13 22:28:52,38.75,0,0
2025-12-13 22:29:52,38.61,0,0
2025-12-13 22:30:52,38.13,0,0
2025-12-13 22:31:52,37.86,0,0
2025-12-13 22:32:52,37.55,0,0
2025-12-13 22:33:52,37.47,0,0
2025-12-13 22:34:52,37.25,0,0
2025-12-13 22:35:52,36.77,0,0
2025-12-13 22:36:52,36.56,0,0
2025-12-13 22:37:52,36.16,0,0
2025-12-13 22:38:52,35.76,0,0
2025-12-13 22:39:52,35.74,0,0
2025-12-13 22:40:52,35.56,0,0
2025-12-13 22:41:52,35.42,0,0
2025-12-13 22:42:52,35.4,0,0
2025-12-13 22:43:52,35.44,0,0
2025-12-13 22:44:52,35.47,0,0
2025-12-13 22:45:52,35.06,0,0
2025-12-13 22:46:52,34.64,0,0
2025-12-13 22:47:52,34.26,0,0
2025-12-13 22:48:52,34.13,0,0
2025-12-13 22:49:52,33.71,0,0
2025-12-13 22:50:52,33.41,0,0
2025-12-13 22:51:52,33.33,0,0
2025-12-13 22:52:52,33.43,0,0
2025-12-13 22:53:52,33.4,0,0
2025-12-13 22:54:52,33.16,0,0
2025-12-13 22:55:52,33.2,0,0
2025-12-13 22:56:52,32.91,0,0
2025-12-13 22:57:52,32.77,0,0
2025-12-13 22:58:52,32.71,0,0
2025-12-13 22:59:52,32.53,0,0
2025-12-13 23:00:52,32.49,0,0
2025-12-13 23:01:52,32.5,0,0
2025-12-13 23:02:52,32.54,0,0
2025-12-13 23:03:52,32.51,0,0
2025-12-13 23:04:52,32.41,0,0
2025-12-13 23:05:52,32.42,0,0
2025-12-13 23:06:52,32.35,0,0
2025-12-13 23:07:52,32.36,0,0
2025-12-13 23:08:52,32.28,0,0
2025-12-13 23:09:52,32.22,0,0
2025-12-13 23:10:52,32.17,0,0
2025-12-13 23:11:52,32.14,0,0
2025-12-13 23:12:52,32.07,0,0
2025-12-13 23:13:52,32.04,0,0
2025-12-13 23:14:52,31.98,0,0
2025-12-13 23:15:52,31.89,0,0
2025-12-13 23:16:52,31.93,0,0
2025-12-13 23:17:52,31.84,0,0
2025-12-13 23:18:52,31.77,0,0
2025-12-13 23:19:52,31.68,0,0
2025-12-13 23:20:52,31.68,0,0
2025-12-13 23:21:52,31.59,0,0
2025-12-13 23:22:52,31.58,0,0
2025-12-13 23:23:52,31.53,0,0
2025-12-13 23:24:52,31.57,0,0
2025-12-13 23:25:52,31.56,0,0
2025-12-13 23:26:52,31.61,0,0
2025-12-13 23:27:52,31.65,0,0
2025-12-13 23:28:52,31.6,0,0
2025-12-13 23:29:52,31.63,0,0
2025-12-13 23:30:52,31.66,0,0
2025-12-13 23:31:52,31.7,0,0
2025-12-13 23:32:52,31.66,0,0
2025-12-13 23:33:52,31.61,0,0
2025-12-13 23:34:52,31.58,0,0
2025-12-13 23:35:52,31.61,0,0
2025-12-13 23:36:52,31.64,0,0
2025-12-13 23:37:52,31.68,0,0
2025-12-13 23:38:52,31.61,0,0
2025-12-13 23:39:52,31.53,0,0
2025-12-13 23:40:52,31.51,0,0
2025-12-13 23:41:52,31.54,0,0
2025-12-13 23:42:52,31.48,0,0
2025-12-13 23:43:52,31.39,0,0
2025-12-13 23:44:52,31.37,0,0
2025-12-13 23:45:52,31.39,0,0
2025-12-13 23:46:52,31.4,0,0
2025-12-13 23:47:52,31.33,0,0
2025-12-13 23:48:52,31.33,0,0
2025-12-13 23:49:52,31.34,0,0
2025-12-13 23:50:52,31.33,0,0
2025-12-13 23:51:52,31.33,0,0
2025-12-13 23:52:52,31.29,0,0
2025-12-13 23:53:52,31.26,0,0
2025-12-13 23:54:52,31.16,0,0
2025-12-13 23:55:52,31.07,0,0
2025-12-13 23:56:52,31.02,0,0
2025-12-13 23:57:52,30.99,0,0
2025-12-13 23:58:52,30.9,0,0
2025-12-13 23:59:52,30.83,0,0
2025-12-14 00:00:52,30.76,0,0
2025-12-14 00:01:52,30.75,0,0
2025-12-14 00:02:52,30.79,0,0
2025-12-14 00:03:52,30.73,0,0
2025-12-14 00:04:52,30.65,0,0
2025-12-14 00:05:52,30.6,0,0
2025-12-14 00:06:52,30.59,0,0
2025-12-14 00:07:52,30.59,0,0
2025-12-14 00:08:52,30.63,0,0
2025-12-14 00:09:52,30.63,0,0
2025-12-14 00:10:52,30.55,0,0
2025-12-14 00:11:52,30.53,0,0
2025-12-14 00:12:52,30.44,0,0
2025-12-14 00:13:52,30.43,0,0
2025-12-14 00:14:52,30.43,0,0
2025-12-14 00:15:52,30.47,0,0
2025-12-14 00:16:52,30.4,0,0
2025-12-14 00:17:52,30.35,0,0
2025-12-14 00:18:52,30.28,0,0
2025-12-14 00:19:52,30.27,0,0
2025-12-14 00:20:52,30.26,0,0
2025-12-14 00:21:52,30.28,0,0
2025-12-14 00:22:52,30.28,0,0
2025-12-14 00:23:52,30.23,0,0
2025-12-14 00:24:52,30.15,0,0
2025-12-14 00:25:52,30.11,0,0
2025-12-14 00:26:52,30.06,0,0
2025-12-14 00:27:52,29.96,0,0
2025-12-14 00:28:52,29.87,0,0
2025-12-14 00:29:52,29.87,0,0
2025-12-14 00:30:52,29.83,0,0
2025-12-14 00:31:52,29.74,0,0
2025-12-14 00:32:52,29.71,0,0
2025-12-14 00:33:52,29.74,0,0
2025-12-14 00:34:52,29.7,0,0
2025-12-14 00:35:52,29.73,0,0
2025-12-14 00:36:52,29.68,0,0
2025-12-14 00:37:52,29.66,0,0
2025-12-14 00:38:52,29.62,0,0
2025-12-14 00:39:52,29.64,0,0
2025-12-14 00:40:52,29.63,0,0
2025-12-14 00:41:52,29.6,0,0
2025-12-14 00:42:52,29.61,0,0
2025-12-14 00:43:52,29.65,0,0
2025-12-14 00:44:52,29.61,0,0
2025-12-14 00:45:52,29.52,0,0
2025-12-14 00:46:52,29.42,0,0
2025-12-14 00:47:52,29.35,0,0
2025-12-14 00:48:52,29.39,0,0
2025-12-14 00:49:52,29.29,0,0
2025-12-14 00:50:52,29.31,0,0
2025-12-14 00:51:52,29.33,0,0
2025-12-14 00:52:52,29.29,0,0
2025-12-14 00:53:52,29.23,0,0
2025-12-14 00:54:52,29.23,0,0
2025-12-14 00:55:52,29.15,0,0
2025-12-14 00:56:52,29.12,0,0
2025-12-14 00:57:52,29.16,0,0
2025-12-14 00:58:52,29.16,0,0
2025-12-14 00:59:52,29.11,0,0
2025-12-14 01:00:52,29.13,0,0
2025-12-14 01:01:52,29.05,0,0
2025-12-14 01:02:52,28.96,0,0
2025-12-14 01:03:52,28.87,0,0
2025-12-14 01:04:52,28.87,0,0
2025-12-14 01:05:52,28.79,0,0
2025-12-14 01:06:52,28.7,0,0
2025-12-14 01:07:52,28.72,0,0
2025-12-14 01:08:52,28.62,0,0
2025-12-14 01:09:52,28.63,0,0
2025-12-14 01:10:52,28.61,0,0
2025-12-14 01:11:52,28.57,0,0
2025-12-14 01:12:52,28.62,0,0
2025-12-14 01:13:52,28.6,0,0
2025-12-14 01:14:52,28.62,0,0
2025-12-14 01:15:52,28.57,0,0
2025-12-14 01:16:52,28.59,0,0
2025-12-14 01:17:52,28.49,0,0
2025-12-14 01:18:52,28.46,0,0
2025-12-14 01:19:52,28.36,0,0
2025-12-14 01:20:52,28.32,0,0
2025-12-14 01:21:52,28.28,0,0
2025-12-14 01:22:52,28.32,0,0
2025-12-14 01:23:52,28.23,0,0
2025-12-14 01:24:52,28.27,0,0
2025-12-14 01:25:52,28.23,0,0
2025-12-14 01:26:52,28.22,0,0
2025-12-14 01:27:52,28.15,0,0
2025-12-14 01:28:52,28.11,0,0
2025-12-14 01:29:52,28.09,0,0
2025-12-14 01:30:52,28.03,0,0
2025-12-14 01:31:52,27.93,0,0
2025-12-14 01:32:52,27.9,0,0
2025-12-14 01:33:52,27.8,0,0
2025-12-14 01:34:52,27.82,0,0
2025-12-14 01:35:52,27.73,0,0
2025-12-14 01:36:52,27.66,0,0
2025-12-14 01:37:52,27.62,0,0
2025-12-14 01:38:52,27.63,0,0
2025-12-14 01:39:52,27.54,0,0
2025-12-14 01:40:52,27.46,0,0
2025-12-14 01:41:52,27.46,0,0
2025-12-14 01:42:52,27.41,0,0
2025-12-14 01:43:52,27.39,0,0
2025-12-14 01:44:52,27.33,0,0
2025-12-14 01:45:52,27.28,0,0
2025-12-14 01:46:52,27.31,0,0
2025-12-14 01:47:52,27.22,0,0
2025-12-14 01:48:52,27.17,0,0
2025-12-14 01:49:52,27.13,0,0
2025-12-14 01:50:52,27.04,0,0
2025-12-14 01:51:52,27.05,0,0
2025-12-14 01:52:52,26.96,0,0
2025-12-14 01:53:52,26.99,0,0
2025-12-14 01:54:52,27.0,0,0
2025-12-14 01:55:52,26.95,0,0
2025-12-14 01:56:52,26.89,0,0
2025-12-14 01:57:52,26.9,0,0
2025-12-14 01:58:52,26.89,0,0
2025-12-14 01:59:52,26.84,0,0
2025-12-14 02:00:52,26.77,0,0
2025-12-14 02:01:52,26.68,0,0
2025-12-14 02:02:52,26.6,0,0
2025-12-14 02:03:52,26.63,0,0
2025-12-14 02:04:52,26.65,0,0
2025-12-14 02:05:52,26.64,0,0
2025-12-14 02:06:52,26.59,0,0
2025-12-14 02:07:52,26.58,0,0
2025-12-14 02:08:52,26.53,0,0
2025-12-14 02:09:52,26.44,0,0
2025-12-14 02:10:52,26.38,0,0
2025-12-14 02:11:52,26.34,0,0
2025-12-14 02:12:52,26.27,0,0
2025-12-14 02:13:52,26.19,0,0
2025-12-14 02:14:52,26.2,0,0
2025-12-14 02:15:52,26.24,0,0
2025-12-14 02:16:52,26.24,0,0
2025-12-14 02:17:52,26.24,0,0
2025-12-14 02:18:52,26.2,0,0
2025-12-14 02:19:52,26.23,0,0
2025-12-14 02:20:52,26.22,0,0
2025-12-14 02:21:52,26.25,0,0
2025-12-14 02:22:52,26.17,0,0
2025-12-14 02:23:52,26.16,0,0
2025-12-14 02:24:52,26.2,0,0
2025-12-14 02:25:52,26.13,0,0
2025-12-14 02:26:52,26.06,0,0
2025-12-14 02:27:52,26.03,0,0
2025-12-14 02:28:52,25.95,0,0
2025-12-14 02:29:52,25.91,0,0
2025-12-14 02:30:52,25.95,0,0
2025-12-14 02:31:52,25.87,0,0
2025-12-14 02:32:52,25.9,0,0
2025-12-14 02:33:52,25.9,0,0
2025-12-14 02:34:52,25.85,0,0
2025-12-14 02:35:52,25.81,0,0
2025-12-14 02:36:52,25.72,0,0
2025-12-14 02:37:52,25.72,0,0
2025-12-14 02:38:52,25.63,0,0
2025-12-14 02:39:52,25.62,0,0
2025-12-14 02:40:52,25.64,0,0
2025-12-14 02:41:52,25.66,0,0
2025-12-14 02:42:52,25.67,0,0
2025-12-14 02:43:52,25.61,0,0
2025-12-14 02:44:52,25.65,0,0
2025-12-14 02:45:52,25.56,0,0
2025-12-14 02:46:52,25.49,0,0
2025-12-14 02:47:52,25.52,0,0
2025-12-14 02:48:52,25.43,0,0
2025-12-14 02:49:52,25.4,0,0
2025-12-14 02:50:52,25.37,0,0
2025-12-14 02:51:52,25.28,0,0
2025-12-14 02:52:52,25.21,0,0
2025-12-14 02:53:52,25.16,0,0
2025-12-14 02:54:52,25.19,0,0
2025-12-14 02:55:52,25.18,0,0
2025-12-14 02:56:52,25.17,0,0
2025-12-14 02:57:52,25.14,0,0
2025-12-14 02:58:52,25.18,0,0
2025-12-14 02:59:52,25.11,0,0
2025-12-14 03:00:52,25.13,0,0
2025-12-14 03:01:52,25.07,0,0
2025-12-14 03:02:52,25.05,0,0
2025-12-14 03:03:52,25.03,0,0
2025-12-14 03:04:52,25.05,0,0
2025-12-14 03:05:52,25.1,0,0
2025-12-14 03:06:52,25.07,0,0
2025-12-14 03:07:52,25.04,0,0
2025-12-14 03:08:52,25.0,0,0
2025-12-14 03:09:52,25.02,0,0
2025-12-14 03:10:52,24.95,0,0
2025-12-14 03:11:52,24.87,0,0
2025-12-14 03:12:52,24.84,0,0
2025-12-14 03:13:52,24.8,0,0
2025-12-14 03:14:52,24.81,0,0
2025-12-14 03:15:52,24.71,0,0
2025-12-14 03:16:52,24.72,0,0
2025-12-14 03:17:52,24.76,0,0
2025-12-14 03:18:52,24.74,0,0
2025-12-14 03:19:52,24.77,0,0
2025-12-14 03:20:52,24.72,0,0
2025-12-14 03:21:52,24.71,0,0
2025-12-14 03:22:52,24.72,0,0
2025-12-14 03:23:52,24.72,0,0
2025-12-14 03:24:52,24.69,0,0
2025-12-14 03:25:52,24.7,0,0
2025-12-14 03:26:52,24.65,0,0
2025-12-14 03:27:52,24.64,0,0
2025-12-14 03:28:52,24.61,0,0
2025-12-14 03:29:52,24.56,0,0
2025-12-14 03:30:52,24.49,0,0
2025-12-14 03:31:52,24.49,0,0
2025-12-14 03:32:52,24.48,0,0
2025-12-14 03:33:52,24.43,0,0
2025-12-14 03:34:52,24.47,0,0
2025-12-14 03:35:52,24.42,0,0
2025-12-14 03:36:52,24.41,0,0
2025-12-14 03:37:52,24.42,0,0
2025-12-14 03:38:52,24.34,0,0
2025-12-14 03:39:52,24.32,0,0
2025-12-14 03:40:52,24.35,0,0
2025-12-14 03:41:52,24.29,0,0
2025-12-14 03:42:52,24.23,0,0
2025-12-14 03:43:52,24.22,0,0
2025-12-14 03:44:52,24.23,0,0
2025-12-14 03:45:52,24.21,0,0
2025-12-14 03:46:52,24.21,0,0
2025-12-14 03:47:52,24.24,0,0
2025-12-14 03:48:52,24.15,0,0
2025-12-14 03:49:52,24.17,0,0
2025-12-14 03:50:52,24.07,0,0
2025-12-14 03:51:52,24.1,0,0
2025-12-14 03:52:52,24.01,0,0
2025-12-14 03:53:52,24.03,0,0
2025-12-14 03:54:52,23.98,0,0
2025-12-14 03:55:52,23.98,0,0
2025-12-14 03:56:52,23.93,0,0
2025-12-14 03:57:52,23.86,0,0
2025-12-14 03:58:52,23.87,0,0
2025-12-14 03:59:52,23.82,0,0
2025-12-14 04:00:52,23.81,0,0
2025-12-14 04:01:52,23.76,0,0
2025-12-14 04:02:52,23.8,0,0
2025-12-14 04:03:52,23.75,0,0
2025-12-14 04:04:52,23.68,0,0
2025-12-14 04:05:52,23.7,0,0
2025-12-14 04:06:52,23.71,0,0
2025-12-14 04:07:52,23.63,0,0
2025-12-14 04:08:52,23.66,0,0
2025-12-14 04:09:52,23.6,0,0
2025-12-14 04:10:52,23.54,0,0
2025-12-14 04:11:52,23.48,0,0
2025-12-14 04:12:52,23.48,0,0
2025-12-14 04:13:52,23.43,0,0
2025-12-14 04:14:52,23.44,0,0
2025-12-14 04:15:52,23.39,0,0
2025-12-14 04:16:52,23.43,0,0
2025-12-14 04:17:52,23.47,0,0
2025-12-14 04:18:52,23.4,0,0
2025-12-14 04:19:52,23.41,0,0
2025-12-14 04:20:52,23.33,0,0
2025-12-14 04:21:52,23.33,0,0
2025-12-14 04:22:52,23.25,0,0
2025-12-14 04:23:52,23.2,0,0
2025-12-14 04:24:52,23.14,0,0
2025-12-14 04:25:52,23.12,0,0
2025-12-14 04:26:52,23.06,0,0
2025-12-14 04:27:52,23.01,0,0
2025-12-14 04:28:52,22.94,0,0
2025-12-14 04:29:52,22.98,0,0
2025-12-14 04:30:52,22.98,0,0
2025-12-14 04:31:52,22.96,0,0
2025-12-14 04:32:52,22.9,0,0
2025-12-14 04:33:52,22.87,0,0
2025-12-14 04:34:52,22.91,0,0
2025-12-14 04:35:52,22.9,0,0
2025-12-14 04:36:52,22.94,0,0
2025-12-14 04:37:52,22.95,0,0
2025-12-14 04:38:52,22.96,0,0
2025-12-14 04:39:52,23.0,0,0
2025-12-14 04:40:52,22.99,0,0
2025-12-14 04:41:52,22.95,0,0
2025-12-14 04:42:52,22.91,0,0
2025-12-14 04:43:52,22.92,0,0
2025-12-14 04:44:52,22.91,0,0
2025-12-14 04:45:52,22.86,0,0
2025-12-14 04:46:52,22.83,0,0
2025-12-14 04:47:52,22.73,0,0
2025-12-14 04:48:52,22.65,0,0
2025-12-14 04:49:52,22.59,0,0
2025-12-14 04:50:52,22.63,0,0
2025-12-14 04:51:52,22.54,0,0
2025-12-14 04:52:52,22.5,0,0
2025-12-14 04:53:52,22.42,0,0
2025-12-14 04:54:52,22.44,0,0
2025-12-14 04:55:52,22.45,0,0
2025-12-14 04:56:52,22.37,0,0
2025-12-14 04:57:52,22.37,0,0
2025-12-14 04:58:52,22.33,0,0
2025-12-14 04:59:52,22.24,0,0
2025-12-14 05:00:52,22.22,0,0
2025-12-14 05:01:52,22.26,0,0
2025-12-14 05:02:52,22.31,0,0
2025-12-14 05:03:52,22.27,0,0
2025-12-14 05:04:52,22.23,0,0
2025-12-14 05:05:52,22.18,0,0
2025-12-14 05:06:52,22.1,0,0
2025-12-14 05:07:52,22.05,0,0
2025-12-14 05:08:52,22.06,0,0
2025-12-14 05:09:52,22.07,0,0
2025-12-14 05:10:52,22.08,0,0
2025-12-14 05:11:52,21.99,0,0
2025-12-14 05:12:52,22.01,0,0
2025-12-14 05:13:52,21.92,0,0
2025-12-14 05:14:52,21.96,0,0
2025-12-14 05:15:52,21.98,0,0
2025-12-14 05:16:52,22.02,0,0
2025-12-14 05:17:52,22.07,0,0
2025-12-14 05:18:52,21.99,0,0
2025-12-14 05:19:52,21.95,0,0
2025-12-14 05:20:52,21.86,0,0
2025-12-14 05:21:52,21.87,0,0
2025-12-14 05:22:52,21.91,0,0
2025-12-14 05:23:52,21.84,0,0
2025-12-14 05:24:52,21.87,0,0
2025-12-14 05:25:52,21.83,0,0
2025-12-14 05:26:52,21.77,0,0
2025-12-14 05:27:52,21.78,0,0
2025-12-14 05:28:52,21.68,0,0
2025-12-14 05:29:52,21.62,0,0
2025-12-14 05:30:52,21.57,0,0
2025-12-14 05:31:52,21.49,0,0
2025-12-14 05:32:52,21.51,0,0
2025-12-14 05:33:52,21.45,0,0
2025-12-14 05:34:52,21.43,0,0
2025-12-14 05:35:52,21.36,0,0
2025-12-14 05:36:52,21.41,0,0
2025-12-14 05:37:52,21.35,0,0
2025-12-14 05:38:52,21.31,0,0
2025-12-14 05:39:52,21.31,0,0
2025-12-14 05:40:52,21.33,0,0
2025-12-14 05:41:52,21.28,0,0
2025-12-14 05:42:52,21.26,0,0
2025-12-14 05:43:52,21.27,0,0
2025-12-14 05:44:52,21.29,0,0
2025-12-14 05:45:52,21.32,0,0
2025-12-14 05:46:52,21.35,0,0
2025-12-14 05:47:52,21.35,0,0
2025-12-14 05:48:52,21.4,0,0
2025-12-14 05:49:52,21.43,0,0
2025-12-14 05:50:52,21.44,0,0
2025-12-14 05:51:52,21.42,0,0
2025-12-14 05:52:52,21.34,0,0
2025-12-14 05:53:52,21.36,0,0
2025-12-14 05:54:52,21.28,0,0
2025-12-14 05:55:52,21.29,0,0
2025-12-14 05:56:52,21.27,0,0
2025-12-14 05:57:52,21.25,0,0
2025-12-14 05:58:52,21.19,0,0
2025-12-14 05:59:52,21.18,0,0
2025-12-14 06:00:52,21.16,0,0
2025-12-14 06:01:52,21.19,0,0
2025-12-14 06:02:52,21.19,0,0
2025-12-14 06:03:52,21.17,0,0
2025-12-14 06:04:52,21.15,0,0
2025-12-14 06:05:52,21.06,0,0
2025-12-14 06:06:52,21.02,0,0
2025-12-14 06:07:52,20.98,0,0
2025-12-14 06:08:52,20.95,0,0
2025-12-14 06:09:52,20.86,0,0
2025-12-14 06:10:52,20.86,0,0
2025-12-14 06:11:52,20.83,0,0
2025-12-14 06:12:52,20.85,0,0
2025-12-14 06:13:52,20.89,0,0
2025-12-14 06:14:52,20.8,0,0
2025-12-14 06:15:52,20.81,0,0
2025-12-14 06:16:52,20.85,0,0
2025-12-14 06:17:52,20.8,0,0
2025-12-14 06:18:52,20.8,0,0
2025-12-14 06:19:52,20.81,0,0
2025-12-14 06:20:52,20.73,0,0
2025-12-14 06:21:52,20.75,0,0
2025-12-14 06:22:52,20.71,0,0
2025-12-14 06:23:52,20.62,0,0
2025-12-14 06:24:52,20.55,0,0
2025-12-14 06:25:52,20.53,0,0
2025-12-14 06:26:52,20.45,0,0
2025-12-14 06:27:52,20.5,0,0
2025-12-14 06:28:52,20.55,0,0
2025-12-14 06:29:52,20.5,0,0
2025-12-14 06:30:52,20.53,0,0
2025-12-14 06:31:52,20.48,0,0
2025-12-14 06:32:52,20.45,0,0
2025-12-14 06:33:52,20.44,0,0
2025-12-14 06:34:52,20.36,0,0
2025-12-14 06:35:52,20.39,0,0
2025-12-14 06:36:52,20.37,0,0
2025-12-14 06:37:52,20.32,0,0
2025-12-14 06:38:52,20.31,0,0
2025-12-14 06:39:52,20.32,0,0
2025-12-14 06:40:52,20.27,0,0
2025-12-14 06:41:52,20.26,0,0
2025-12-14 06:42:52,20.17,0,0
2025-12-14 06:43:52,20.07,0,0
2025-12-14 06:44:52,20.08,0,0
2025-12-14 06:45:52,20.06,0,0
2025-12-14 06:46:52,20.02,0,0
2025-12-14 06:47:52,20.0,0,0
2025-12-14 06:48:52,19.97,0,0
2025-12-14 06:49:52,19.9,0,0
2025-12-14 06:50:52,19.93,0,0
2025-12-14 06:51:52,19.89,0,0
2025-12-14 06:52:52,19.87,0,0
2025-12-14 06:53:52,19.9,0,0
2025-12-14 06:54:52,19.95,0,0
2025-12-14 06:55:52,19.93,0,0
2025-12-14 06:56:52,19.91,0,0
2025-12-14 06:57:52,19.9,0,0
2025-12-14 06:58:52,19.82,0,0
2025-12-14 06:59:52,19.74,0,0
2025-12-14 07:00:52,19.77,0,0
2025-12-14 07:01:52,19.75,0,0
2025-12-14 07:02:52,19.65,0,0
2025-12-14 07:03:52,19.62,0,0
2025-12-14 07:04:52,19.55,0,0
2025-12-14 07:05:52,19.59,0,0
2025-12-14 07:06:52,19.52,0,0
2025-12-14 07:07:52,19.46,0,0
2025-12-14 07:08:52,19.41,0,0
2025-12-14 07:09:52,19.36,0,0
2025-12-14 07:10:52,19.38,0,0
2025-12-14 07:11:52,19.29,0,0
2025-12-14 07:12:52,19.32,0,0
2025-12-14 07:13:52,19.25,0,0
2025-12-14 07:14:52,19.23,0,0
2025-12-14 07:15:52,19.21,0,0
2025-12-14 07:16:52,19.17,0,0
2025-12-14 07:17:52,19.21,0,0
2025-12-14 07:18:52,19.24,0,0
2025-12-14 07:19:52,19.14,0,0
2025-12-14 07:20:52,19.09,0,0
2025-12-14 07:21:52,18.99,0,0
2025-12-14 07:22:52,19.01,0,0
2025-12-14 07:23:52,18.99,0,0
2025-12-14 07:24:52,19.02,0,0
2025-12-14 07:25:52,19.02,0,0
2025-12-14 07:26:52,18.98,0,0
2025-12-14 07:27:52,18.95,0,0
2025-12-14 07:28:52,18.93,0,0
2025-12-14 07:29:52,18.96,0,0
2025-12-14 07:30:52,18.95,0,0
2025-12-14 07:31:52,18.99,0,0
2025-12-14 07:32:52,18.91,0,0
2025-12-14 07:33:52,18.82,0,0
2025-12-14 07:34:52,18.83,0,0
2025-12-14 07:35:52,18.84,0,0
2025-12-14 07:36:52,18.89,0,0
2025-12-14 07:37:52,18.89,0,0
2025-12-14 07:38:52,18.81,0,0
2025-12-14 07:39:52,18.73,0,0
2025-12-14 07:40:52,18.71,0,0
2025-12-14 07:41:52,18.75,0,0
2025-12-14 07:42:52,18.69,0,0
2025-12-14 07:43:52,18.66,0,0
2025-12-14 07:44:52,18.64,0,0
2025-12-14 07:45:52,18.54,0,0
2025-12-14 07:46:52,18.56,0,0
2025-12-14 07:47:52,18.57,0,0
2025-12-14 07:48:52,18.48,0,0
2025-12-14 07:49:52,18.46,0,0
2025-12-14 07:50:52,18.41,0,0
2025-12-14 07:51:52,18.44,0,0
2025-12-14 07:52:52,18.36,0,0
2025-12-14 07:53:52,18.39,0,0
2025-12-14 07:54:52,18.4,0,0
2025-12-14 07:55:52,18.43,0,0
2025-12-14 07:56:52,18.35,0,0
2025-12-14 07:57:52,18.38,0,0
2025-12-14 07:58:52,18.4,0,0
2025-12-14 07:59:52,18.45,0,0
2025-12-14 08:00:52,18.02,0,0
2025-12-14 08:01:52,17.77,0,0
2025-12-14 08:02:52,17.32,0,0
2025-12-14 08:03:52,16.92,0,0
2025-12-14 08:04:52,16.69,0,0
2025-12-14 08:05:52,16.56,0,0
2025-12-14 08:06:52,16.54,0,0
2025-12-14 08:07:52,16.39,0,0
2025-12-14 08:08:52,16.43,0,0
2025-12-14 08:09:52,16.08,0,0
2025-12-14 08:10:52,16.09,0,0
2025-12-14 08:11:52,15.82,0,0
2025-12-14 08:12:52,15.45,0,0
2025-12-14 08:13:52,15.37,0,0
2025-12-14 08:14:52,15.21,0,0
2025-12-14 08:15:52,14.86,0,0
2025-12-14 08:16:52,14.36,0,0
2025-12-14 08:17:52,13.89,0,0
2025-12-14 08:18:52,13.84,0,0
2025-12-14 08:19:52,13.73,0,0
2025-12-14 08:20:52,13.56,0,0
2025-12-14 08:21:52,13.51,0,0
2025-12-14 08:22:52,13.35,0,0
2025-12-14 08:23:52,13.18,0,0
2025-12-14 08:24:52,13.22,0,0
2025-12-14 08:25:52,13.14,0,0
2025-12-14 08:26:52,12.93,0,0
2025-12-14 08:27:52,12.79,0,0
2025-12-14 08:28:52,12.56,0,0
2025-12-14 08:29:52,12.63,0,0
2025-12-14 08:30:52,12.3,0,0
2025-12-14 08:31:52,11.9,0,0
2025-12-14 08:32:52,12.0,0,0
2025-12-14 08:33:52,11.79,0,0
2025-12-14 08:34:52,11.74,0,0
2025-12-14 08:35:52,11.67,0,0
2025-12-14 08:36:52,11.44,0,0
2025-12-14 08:37:52,11.36,0,0
2025-12-14 08:38:52,11.39,0,0
2025-12-14 08:39:52,10.9,0,0
2025-12-14 08:40:52,10.55,0,0
2025-12-14 08:41:52,10.46,0,0
2025-12-14 08:42:52,10.49,0,0
2025-12-14 08:43:52,10.13,0,0
2025-12-14 08:44:52,10.16,0,0
2025-12-14 08:45:52,10.19,0,0
2025-12-14 08:46:52,10.17,0,0
2025-12-14 08:47:52,10.02,0,0
2025-12-14 08:48:52,90.0,0,0
2025-12-14 08:49:52,89.74,0,0
2025-12-14 08:50:52,89.56,0,0
2025-12-14 08:51:52,89.49,0,0
2025-12-14 08:52:52,89.57,0,0
2025-12-14 08:53:52,89.61,0,0
2025-12-14 08:54:52,89.29,0,0
2025-12-14 08:55:52,88.91,0,0
2025-12-14 08:56:52,88.71,0,0
2025-12-14 08:57:52,88.77,0,0
2025-12-14 08:58:52,88.28,0,0
2025-12-14 08:59:52,87.9,0,0
